;Wavenumber;Abs
0;4000,0;102,079985
1;3999,0;102,084277
2;3998,0;102,088549
3;3997,0;102,097821
4;3996,0;102,106599
5;3995,0;102,105773
6;3994,0;102,092873
7;3993,0;102,07285
8;3992,0;102,050964
9;3991,0;102,02896
10;3990,0;102,007507
11;3989,0;101,98854
12;3988,0;101,974051
13;3987,0;101,964685
14;3986,0;101,959733
15;3985,0;101,95702
16;3984,0;101,953853
17;3983,0;101,95036
18;3982,0;101,950642
19;3981,0;101,958358
20;3980,0;101,972345
21;3979,0;101,989187
22;3978,0;102,008407
23;3977,0;102,031134
24;3976,0;102,053557
25;3975,0;102,066421
26;3974,0;102,064221
27;3973,0;102,05308
28;3972,0;102,046513
29;3971,0;102,05277
30;3970,0;102,06774
31;3969,0;102,079371
32;3968,0;102,079104
33;3967,0;102,069228
34;3966,0;102,05999
35;3965,0;102,059152
36;3964,0;102,065243
37;3963,0;102,071342
38;3962,0;102,072802
39;3961,0;102,069255
40;3960,0;102,061207
41;3959,0;102,049422
42;3958,0;102,039035
43;3957,0;102,037459
44;3956,0;102,045236
45;3955,0;102,051977
46;3954,0;102,047177
47;3953,0;102,033856
48;3952,0;102,028633
49;3951,0;102,047767
50;3950,0;102,089976
51;3949,0;102,13409
52;3948,0;102,156793
53;3947,0;102,15536
54;3946,0;102,147535
55;3945,0;102,148949
56;3944,0;102,156861
57;3943,0;102,159048
58;3942,0;102,154662
59;3941,0;102,154067
60;3940,0;102,158834
61;3939,0;102,156318
62;3938,0;102,138045
63;3937,0;102,111685
64;3936,0;102,093669
65;3935,0;102,092936
66;3934,0;102,105845
67;3933,0;102,121155
68;3932,0;102,126285
69;3931,0;102,115182
70;3930,0;102,093098
71;3929,0;102,073724
72;3928,0;102,068398
73;3927,0;102,074129
74;3926,0;102,076076
75;3925,0;102,067099
76;3924,0;102,062305
77;3923,0;102,081904
78;3922,0;102,126591
79;3921,0;102,182396
80;3920,0;102,236072
81;3919,0;102,271789
82;3918,0;102,268022
83;3917,0;102,218314
84;3916,0;102,151392
85;3915,0;102,110468
86;3914,0;102,112533
87;3913,0;102,137665
88;3912,0;102,156345
89;3911,0;102,154177
90;3910,0;102,139553
91;3909,0;102,127883
92;3908,0;102,126385
93;3907,0;102,123123
94;3906,0;102,096479
95;3905,0;102,040293
96;3904,0;101,989233
97;3903,0;102,003515
98;3902,0;102,105014
99;3901,0;102,241531
100;3900,0;102,332156
101;3899,0;102,342623
102;3898,0;102,300334
103;3897,0;102,243209
104;3896,0;102,188105
105;3895,0;102,146359
106;3894,0;102,133966
107;3893,0;102,145315
108;3892,0;102,145727
109;3891,0;102,113318
110;3890,0;102,082466
111;3889,0;102,092406
112;3888,0;102,141909
113;3887,0;102,201172
114;3886,0;102,233488
115;3885,0;102,230865
116;3884,0;102,227045
117;3883,0;102,236096
118;3882,0;102,241131
119;3881,0;102,227952
120;3880,0;102,196991
121;3879,0;102,17314
122;3878,0;102,180262
123;3877,0;102,206084
124;3876,0;102,220988
125;3875,0;102,20293
126;3874,0;102,168209
127;3873,0;102,170983
128;3872,0;102,227535
129;3871,0;102,273218
130;3870,0;102,239885
131;3869,0;102,162212
132;3868,0;102,130123
133;3867,0;102,155142
134;3866,0;102,194026
135;3865,0;102,228682
136;3864,0;102,258403
137;3863,0;102,26864
138;3862,0;102,237833
139;3861,0;102,163695
140;3860,0;102,07301
141;3859,0;101,986572
142;3858,0;101,915823
143;3857,0;101,878966
144;3856,0;101,906978
145;3855,0;101,992901
146;3854,0;102,047735
147;3853,0;102,03262
148;3852,0;102,064669
149;3851,0;102,175345
150;3850,0;102,253968
151;3849,0;102,25631
152;3848,0;102,220763
153;3847,0;102,182227
154;3846,0;102,145746
155;3845,0;102,105892
156;3844,0;102,062803
157;3843,0;102,02196
158;3842,0;101,997905
159;3841,0;102,001308
160;3840,0;102,026136
161;3839,0;102,051224
162;3838,0;102,065402
163;3837,0;102,079682
164;3836,0;102,111358
165;3835,0;102,15585
166;3834,0;102,195093
167;3833,0;102,21716
168;3832,0;102,222253
169;3831,0;102,223299
170;3830,0;102,231598
171;3829,0;102,234778
172;3828,0;102,205239
173;3827,0;102,13104
174;3826,0;102,045347
175;3825,0;102,007856
176;3824,0;102,045582
177;3823,0;102,118536
178;3822,0;102,145003
179;3821,0;102,086708
180;3820,0;102,031255
181;3819,0;102,061639
182;3818,0;102,129751
183;3817,0;102,159007
184;3816,0;102,135869
185;3815,0;102,118971
186;3814,0;102,158052
187;3813,0;102,209072
188;3812,0;102,214843
189;3811,0;102,195885
190;3810,0;102,200339
191;3809,0;102,227232
192;3808,0;102,218879
193;3807,0;102,138286
194;3806,0;102,043679
195;3805,0;102,019503
196;3804,0;102,067867
197;3803,0;102,133192
198;3802,0;102,157269
199;3801,0;102,132943
200;3800,0;102,135676
201;3799,0;102,182999
202;3798,0;102,20501
203;3797,0;102,174893
204;3796,0;102,129982
205;3795,0;102,118152
206;3794,0;102,148457
207;3793,0;102,192621
208;3792,0;102,223132
209;3791,0;102,230021
210;3790,0;102,209766
211;3789,0;102,168406
212;3788,0;102,125929
213;3787,0;102,102355
214;3786,0;102,098172
215;3785,0;102,101552
216;3784,0;102,112774
217;3783,0;102,145716
218;3782,0;102,201345
219;3781,0;102,25468
220;3780,0;102,273797
221;3779,0;102,25189
222;3778,0;102,219566
223;3777,0;102,203774
224;3776,0;102,197742
225;3775,0;102,182271
226;3774,0;102,156026
227;3773,0;102,130272
228;3772,0;102,109972
229;3771,0;102,089916
230;3770,0;102,073382
231;3769,0;102,079253
232;3768,0;102,113197
233;3767,0;102,147372
234;3766,0;102,159882
235;3765,0;102,167636
236;3764,0;102,20185
237;3763,0;102,256084
238;3762,0;102,281912
239;3761,0;102,24928
240;3760,0;102,187384
241;3759,0;102,148991
242;3758,0;102,152502
243;3757,0;102,168686
244;3756,0;102,160032
245;3755,0;102,105555
246;3754,0;102,015504
247;3753,0;101,942
248;3752,0;101,942507
249;3751,0;102,00353
250;3750,0;102,049744
251;3749,0;102,045612
252;3748,0;102,016777
253;3747,0;102,001614
254;3746,0;102,023966
255;3745,0;102,06527
256;3744,0;102,099406
257;3743,0;102,17347
258;3742,0;102,267973
259;3741,0;102,277403
260;3740,0;102,204894
261;3739,0;102,144078
262;3738,0;102,144557
263;3737,0;102,165374
264;3736,0;102,15581
265;3735,0;102,137102
266;3734,0;102,161262
267;3733,0;102,221308
268;3732,0;102,267959
269;3731,0;102,287351
270;3730,0;102,297149
271;3729,0;102,30561
272;3728,0;102,310151
273;3727,0;102,312441
274;3726,0;102,322529
275;3725,0;102,351611
276;3724,0;102,389545
277;3723,0;102,411042
278;3722,0;102,402302
279;3721,0;102,369211
280;3720,0;102,325409
281;3719,0;102,276862
282;3718,0;102,220149
283;3717,0;102,150864
284;3716,0;102,076077
285;3715,0;102,011475
286;3714,0;101,980765
