;Wavenumber;10.12.D;10.12.G;10.13.G;12.1.D;12.1.G;12.4.D;12.4.G;12.5.D;12.5.G
571;3429,0;76,859229;96,982612;99,639852;79,182447;97,108449;79,375297;97,258239;75,829269;98,764381
572;3428,0;76,741893;96,965029;99,608235;79,070541;97,080297;79,260308;97,256369;75,735315;98,718575
573;3427,0;76,595534;96,934358;99,589225;78,950081;97,044104;79,109147;97,278969;75,612299;98,703006
574;3426,0;76,42164;96,904904;99,591427;78,833473;97,024975;78,92602;97,323205;75,475333;98,722123
575;3425,0;76,239259;96,88913;99,613909;78,731909;97,028205;78,736191;97,367462;75,344061;98,756085
576;3424,0;76,070953;96,885911;99,649842;78,641052;97,035731;78,565707;97,389476;75,228835;98,778804
577;3423,0;75,927566;96,883921;99,687931;78,544284;97,028317;78,424243;97,380913;75,12644;98,779896
578;3422,0;75,807325;96,874688;99,713893;78,432314;97,006392;78,305995;97,346515;75,027201;98,767402
579;3421,0;75,70454;96,861908;99,717363;78,315839;96,987089;78,20038;97,298398;74,926236;98,752836
580;3420,0;75,613071;96,858375;99,69962;78,21473;96,983733;78,098456;97,254581;74,828176;98,739613
581;3419,0;75,522724;96,873153;99,672152;78,135696;96,991818;77,992905;97,233923;74,740668;98,726212
582;3418,0;75,41936;96,901584;99,646346;78,06431;96,995735;77,876948;97,242308;74,66353;98,713834
583;3417,0;75,292208;96,928846;99,626095;77,979252;96,987264;77,744212;97,264811;74,585683;98,706283
584;3416,0;75,140681;96,942713;99,609839;77,872666;96,975247;77,5906;97,277865;74,493805;98,704727
585;3415,0;74,974505;96,940652;99,596295;77,756913;96,974628;77,420373;97,27009;74,384136;98,705748
586;3414,0;74,807537;96,925017;99,585697;77,651125;96,985554;77,250977;97,247685;74,264244;98,703889
587;3413,0;74,647316;96,897514;99,577279;77,558958;96,988449;77,103325;97,22141;74,142017;98,695087
588;3412,0;74,486996;96,863357;99,570563;77,460687;96,965362;76,979493;97,196285;74,015527;98,679528
589;3411,0;74,31114;96,835932;99,571035;77,332272;96,923648;76,854464;97,175909;73,877916;98,663614
590;3410,0;74,115782;96,828348;99,58997;77,17484;96,892008;76,700529;97,168404;73,731686;98,657989
591;3409,0;73,920593;96,839743;99,632298;77,019693;96,891759;76,520942;97,181394;73,59217;98,670087
592;3408,0;73,752937;96,856319;99,683716;76,897784;96,916281;76,350778;97,213455;73,473278;98,696276
593;3407,0;73,618428;96,867347;99,715989;76,80697;96,939984;76,22103;97,254284;73,373259;98,72173
594;3406,0;73,495068;96,874222;99,711052;76,716885;96,943307;76,129052;97,291254;73,278537;98,730497
595;3405,0;73,359446;96,883214;99,680086;76,604577;96,928037;76,046778;97,313928;73,178548;98,718925
596;3404,0;73,212562;96,897207;99,655283;76,476934;96,914004;75,949406;97,317461;73,07192;98,701136
597;3403,0;73,074625;96,917679;99,660721;76,3558;96,9236;75,829733;97,307157;72,96038;98,699071
598;3402,0;72,959163;96,946218;99,691918;76,25067;96,964341;75,692648;97,297202;72,844281;98,723135
599;3401,0;72,859355;96,976877;99,723535;76,15406;97,020368;75,548512;97,298792;72,726333;98,761559
600;3400,0;72,757819;96,993282;99,734397;76,058114;97,062377;75,411614;97,309766;72,614031;98,791528
601;3399,0;72,643215;96,983633;99,724531;75,965299;97,072003;75,294351;97,32009;72,514162;98,802471
602;3398,0;72,515987;96,958595;99,710819;75,880997;97,059522;75,196436;97,32582;72,425553;98,806645
603;3397,0;72,382436;96,945127;99,708356;75,802621;97,054602;75,103313;97,331311;72,338192;98,823626
604;3396,0;72,247137;96,95907;99,716108;75,721765;97,077345;74,998496;97,33817;72,238563;98,855949
605;3395,0;72,111309;96,988537;99,719463;75,635875;97,119604;74,876114;97,341272;72,117865;98,884815
606;3394,0;71,976195;97,006402;99,705571;75,55332;97,154773;74,741605;97,33868;71,980778;98,890544
607;3393,0;71,845315;96,995087;99,675833;75,484298;97,162578;74,605205;97,336703;71,848317;98,873129
608;3392,0;71,72241;96,957845;99,643737;75,427636;97,142552;74,47816;97,33847;71,747223;98,849435
609;3391,0;71,608792;96,911415;99,622179;75,369794;97,106828;74,371267;97,334544;71,690739;98,832401
610;3390,0;71,503963;96,874142;99,615738;75,298278;97,067279;74,289605;97,315185;71,668066;98,819215
611;3389,0;71,406539;96,85933;99,624505;75,213447;97,032841;74,225026;97,288779;71,651105;98,801254
612;3388,0;71,31166;96,871025;99,649287;75,125353;97,013177;74,155822;97,277279;71,610731;98,779675
613;3387,0;71,209079;96,90014;99,687457;75,04123;97,01593;74,057645;97,290253;71,530961;98,76467
614;3386,0;71,08902;96,926091;99,72451;74,959571;97,036909;73,918748;97,310053;71,416161;98,759392
615;3385,0;70,952791;96,928682;99,736775;74,875667;97,057174;73,748462;97,308051;71,288624;98,751183
616;3384,0;70,815252;96,903177;99,709168;74,789029;97,056111;73,572718;97,273814;71,174536;98,725293
617;3383,0;70,694275;96,864666;99,651061;74,704966;97,03019;73,420426;97,225974;71,086275;98,686147
618;3382,0;70,596334;96,835908;99,591262;74,631945;96,998191;73,30903;97,196663;71,01641;98,658671
619;3381,0;70,511056;96,829068;99,555355;74,576591;96,985613;73,237198;97,205849;70,94934;98,664826
620;3380,0;70,419061;96,838326;99,54854;74,536104;97,001823;73,187499;97,245725;70,877336;98,701172
621;3379,0;70,307617;96,849558;99,560248;74,494226;97,031619;73,136118;97,286149;70,803924;98,742607
622;3378,0;70,181404;96,856421;99,582078;74,430556;97,051198;73,063039;97,299075;70,732811;98,767549
623;3377,0;70,057523;96,865426;99,616749;74,338659;97,05277;72,958755;97,283035;70,6577;98,775471
624;3376,0;69,949377;96,885607;99,669356;74,233984;97,051005;72,828702;97,264971;70,567329;98,78027
625;3375,0;69,857149;96,915208;99,734172;74,141585;97,064099;72,694132;97,276032;70,461889;98,792594
626;3374,0;69,774073;96,94072;99,793274;74,076169;97,092243;72,582478;97,323629;70,360465;98,812639
627;3373,0;69,695728;96,948593;99,827213;74,033115;97,117703;72,50779;97,384602;70,285445;98,835672
628;3372,0;69,618119;96,936836;99,825891;73,994869;97,122809;72,458119;97,423525;70,237084;98,856829
629;3371,0;69,531298;96,915571;99,791773;73,944363;97,103289;72,4064;97,41937;70,188901;98,869699
630;3370,0;69,423895;96,898554;99,737439;73,875652;97,067825;72,334809;97,379283;70,113155;98,867314
631;3369,0;69,294798;96,894252;99,681355;73,79536;97,033453;72,245311;97,330286;70,008269;98,849959
632;3368,0;69,154956;96,901463;99,641706;73,714059;97,020748;72,147994;97,296679;69,896939;98,829268
633;3367,0;69,01725;96,910374;99,628354;73,63708;97,041809;72,047608;97,283349;69,800698;98,818724
634;3366,0;68,889629;96,908892;99,636817;73,566241;97,084865;71,945447;97,278836;69,723462;98,819106
635;3365,0;68,777855;96,89199;99,65025;73,508249;97,116241;71,846769;97,271443;69,658455;98,817153
636;3364,0;68,687504;96,866537;99,650523;73,472424;97,107531;71,758108;97,259702;69,601489;98,800659
637;3363,0;68,619167;96,845502;99,630754;73,455265;97,061956;71,679596;97,249087;69,552266;98,771713
638;3362,0;68,564814;96,835611;99,59871;73,433665;97,010437;71,606344;97,24343;69,507919;98,742399
639;3361,0;68,511768;96,830691;99,568188;73,382634;96,981736;71,536417;97,24065;69,461275;98,720151
640;3360,0;68,449511;96,818316;99,548284;73,300211;96,979277;71,472242;97,234249;69,405485;98,702892
641;3359,0;68,373476;96,792954;99,541895;73,209781;96,984565;71,414628;97,218477;69,339053;98,689276
642;3358,0;68,286127;96,761959;99,550771;73,137176;96,977123;71,359785;97,194723;69,267944;98,687222
643;3357,0;68,195189;96,738713;99,575084;73,089379;96,95005;71,302542;97,173455;69,203297;98,705422
644;3356,0;68,10762;96,731608;99,606594;73,055588;96,912167;71,239323;97,167534;69,153612;98,737538
645;3355,0;68,024409;96,740862;99,629733;73,023357;96,88059;71,169211;97,182901;69,11583;98,762636
646;3354,0;67,94368;96,763725;99,635877;72,990658;96,869753;71,096192;97,216158;69,075314;98,765785
647;3353,0;67,867974;96,797733;99,633005;72,964259;96,882459;71,029512;97,257948;69,017528;98,753775
648;3352,0;67,804332;96,83698;99,635312;72,949198;96,908513;70,977865;97,29466;68,941228;98,745299
649;3351,0;67,757258;96,870018;99,645854;72,939785;96,933261;70,942892;97,311344;68,861026;98,748189
650;3350,0;67,725013;96,88807;99,656824;72,920679;96,95044;70,919795;97,303409;68,796823;98,753004
651;3349,0;67,70145;96,895388;99,665819;72,878193;96,966904;70,90076;97,286929;68,758323;98,748934
652;3348,0;67,676534;96,905431;99,681677;72,812098;96,992443;70,874038;97,287714;68,737321;98,737609
653;3347,0;67,63714;96,924408;99,710557;72,737588;97,024541;70,825942;97,314182;68,716138;98,727397
654;3346,0;67,575951;96,943588;99,744468;72,676623;97,047213;70,754084;97,346782;68,685929;98,721379
655;3345,0;67,501486;96,951227;99,770001;72,64581;97,04802;70,677267;97,359406;68,655286;98,718808
656;3344,0;67,43192;96,946726;99,78291;72,646291;97,033092;70,620976;97,346149;68,637857;98,724453
657;3343,0;67,375426;96,936949;99,786801;72,659744;97,01993;70,58914;97,321786;68,632991;98,745794
658;3342,0;67,323178;96,922431;99,78115;72,657214;97,016531;70,559182;97,301825;68,623729;98,778528
659;3341,0;67,266069;96,897338;99,760241;72,620762;97,015074;70,510035;97,291401;68,59448;98,803109
660;3340,0;67,211519;96,863856;99,724599;72,560821;97,007631;70,447012;97,290495;68,546207;98,801997
661;3339,0;67,176087;96,836385;99,6849;72,508191;97,000219;70,392122;97,298892;68,493161;98,777566
662;3338,0;67,163884;96,825794;99,650888;72,484814;97,005234;70,356119;97,313157;68,44925;98,748377
663;3337,0;67,158333;96,826457;99,622533;72,483594;97,0244;70,329141;97,325781;68,419504;98,730053
664;3336,0;67,135097;96,825769;99,597306;72,477979;97,045182;70,296233;97,331218;68,399761;98,723816
665;3335,0;67,081248;96,822325;99,581765;72,448621;97,052571;70,254256;97,329619;68,380458;98,721798
666;3334,0;67,004546;96,826304;99,587716;72,398323;97,039874;70,213111;97,323273;68,353634;98,717614
667;3333,0;66,928153;96,8435;99,615762;72,346051;97,01051;70,186097;97,313328;68,321253;98,71031
668;3332,0;66,874381;96,866879;99,648684;72,3132;96,976176;70,179203;97,301429;68,296624;98,702703
669;3331,0;66,848086;96,884374;99,665715;72,312749;96,953223;70,184383;97,290283;68,293303;98,698448
670;3330,0;66,835079;96,887741;99,661444;72,341785;96,953397;70,18291;97,279866;68,310071;98,69766
671;3329,0;66,818825;96,87231;99,646718;72,380605;96,973711;70,160779;97,266423;68,328079;98,693495
672;3328,0;66,797624;96,83693;99,632431;72,404837;96,99751;70,123221;97,248969;68,325046;98,677106
673;3327,0;66,782743;96,790869;99,618582;72,403639;97,008307;70,090563;97,23554;68,293267;98,650786
674;3326,0;66,781012;96,75602;99,602179;72,383975;97,002525;70,077285;97,239291;68,242959;98,633561
675;3325,0;66,784134;96,753633;99,589851;72,356381;96,989542;70,077351;97,266864;68,188528;98,646254
676;3324,0;66,77673;96,786921;99,594134;72,323424;96,982072;70,071437;97,310337;68,135618;98,688605
677;3323,0;66,752578;96,839313;99,6168;72,287078;96,986033;70,04728;97,35032;68,085799;98,735952
678;3322,0;66,720529;96,88912;99,642932;72,260164;96,995212;70,012025;97,368109;68,050851;98,762532
679;3321,0;66,694328;96,923019;99,655551;72,258566;96,993584;69,985539;97,35781;68,050981;98,764873
680;3320,0;66,678215;96,9373;99,652508;72,281746;96,96656;69,982016;97,329313;68,091145;98,758767
681;3319,0;66,664333;96,932948;99,645507;72,309894;96,915339;69,996978;97,300472;68,144283;98,757438
682;3318,0;66,644215;96,914041;99,645721;72,323065;96,861398;70,011998;97,285796;68,168848;98,760325
683;3317,0;66,619433;96,888788;99,65496;72,316351;96,834032;70,012567;97,290103;68,145111;98,762512
684;3316,0;66,59844;96,867315;99,668544;72,294884;96,849403;70,000136;97,308555;68,089088;98,765073
685;3315,0;66,586125;96,8559;99,68093;72,264;96,897847;69,986193;97,330322;68,031863;98,770665
686;3314,0;66,581338;96,85329;99,688069;72,23114;96,949783;69,977672;97,34461;67,993612;98,775047
687;3313,0;66,583257;96,853044;99,688766;72,209825;96,975883;69,972389;97,346974;67,979819;98,771111
688;3312,0;66,593536;96,849513;99,685583;72,211259;96,965758;69,967335;97,340081;67,991123;98,759586
689;3311,0;66,611062;96,841762;99,681959;72,233271;96,931081;69,96589;97,326807;68,024981;98,748436
690;3310,0;66,630539;96,832732;99,677765;72,264107;96,893415;69,974893;97,303971;68,069189;98,741055
691;3309,0;66,649278;96,826438;99,670673;72,2951;96,870504;69,997865;97,266661;68,104206;98,732188
692;3308,0;66,670716;96,827205;99,662981;72,322653;96,871946;70,032809;97,219644;68,117981;98,719265
693;3307,0;66,697783;96,839862;99,663382;72,340464;96,900353;70,07336;97,18091;68,116511;98,712143
694;3306,0;66,726317;96,866398;99,678441;72,340278;96,949328;70,109956;97,1696;68,116887;98,724563
695;3305,0;66,748447;96,900187;99,702914;72,323215;97,001196;70,133461;97,188055;68,13067;98,755738
696;3304,0;66,759878;96,926309;99,721088;72,302951;97,034959;70,141736;97,216311;68,155496;98,785409
697;3303,0;66,761576;96,931624;99,719251;72,293683;97,042238;70,141603;97,228013;68,181292;98,790495
698;3302,0;66,757939;96,915109;99,697497;72,299409;97,033598;70,142082;97,215939;68,201279;98,766226
699;3301,0;66,756283;96,887157;99,669818;72,317295;97,025896;70,147572;97,201089;68,215435;98,729168
700;3300,0;66,764149;96,860657;99,652526;72,34539;97,025196;70,15962;97,211903;68,225745;98,69973
701;3299,0;66,782602;96,845864;99,651821;72,381926;97,025432;70,180884;97,253531;68,232308;98,684411
702;3298,0;66,804268;96,850402;99,661523;72,421121;97,020894;70,210834;97,301452;68,234408;98,676474
703;3297,0;66,821893;96,87493;99,67122;72,455892;97,013111;70,23959;97,326152;68,231728;98,670462
704;3296,0;66,837473;96,905108;99,674619;72,484159;97,003947;70,254973;97,318892;68,223197;98,670153
705;3295,0;66,860058;96,91591;99,6705;72,508517;96,989094;70,25869;97,29156;68,208684;98,680729
706;3294,0;66,89674;96,893679;99,660174;72,530395;96,965206;70,268779;97,260229;68,194934;98,698687
707;3293,0;66,948684;96,852995;99,647819;72,548822;96,94052;70,301322;97,236627;68,196341;98,714441
708;3292,0;67,012117;96,823711;99,640638;72,565881;96,930089;70,353934;97,22917;68,224699;98,722561
709;3291,0;67,077572;96,819303;99,643157;72,589627;96,938171;70,411964;97,240397;68,278031;98,724794
710;3290,0;67,12996;96,825157;99,650891;72,627251;96,951336;70,465863;97,261863;68,34149;98,724027
711;3289,0;67,156757;96,820719;99,653712;72,674483;96,952532;70,514353;97,278553;68,397129;98,720036
712;3288,0;67,159566;96,80464;99,646172;72,714601;96,936898;70,55414;97,280093;68,431368;98,711065
713;3287,0;67,155499;96,79162;99,631397;72,732221;96,910199;70,578615;97,264722;68,439364;98,695321
714;3286,0;67,165399;96,790681;99,615126;72,729879;96,878586;70,591067;97,235894;68,429995;98,67089
715;3285,0;67,200583;96,796901;99,600809;72,728182;96,849051;70,611122;97,202829;68,424774;98,638974
716;3284,0;67,258859;96,803424;99,59178;72,746552;96,836614;70,65942;97,182004;68,443098;98,608492
717;3283,0;67,329388;96,810415;99,592217;72,785176;96,857205;70,736077;97,186316;68,485613;98,59341
718;3282,0;67,400939;96,81819;99,60188;72,828342;96,907383;70,818433;97,209753;68,536078;98,603618
719;3281,0;67,468142;96,820424;99,614125;72,863109;96,959192;70,88068;97,231608;68,579654;98,640149
720;3280,0;67,531503;96,812091;99,624058;72,890145;96,983698;70,914475;97,239582;68,614004;98,696779
721;3279,0;67,591964;96,799562;99,635245;72,917932;96,977497;70,932125;97,240792;68,642899;98,759545
722;3278,0;67,64746;96,794698;99,652194;72,953225;96,961397;70,953342;97,246236;68,667643;98,805409
723;3277,0;67,696376;96,800371;99,668437;72,998666;96,956429;70,989846;97,253838;68,688801;98,81314
724;3276,0;67,742393;96,809018;99,670451;73,053754;96,966787;71,040827;97,254727;68,710119;98,784387
725;3275,0;67,792594;96,815935;99,655826;73,114317;96,983881;71,100017;97,249818;68,735289;98,749204
726;3274,0;67,850678;96,826339;99,640386;73,174101;96,999058;71,163452;97,249808;68,764246;98,741082
727;3273,0;67,914141;96,845404;99,641702;73,229776;97,009605;71,229352;97,260354;68,797019;98,765941
728;3272,0;67,977656;96,867129;99,659506;73,282148;97,016707;71,295154;97,275414;68,837584;98,799654
729;3271,0;68,036999;96,879358;99,678417;73,331142;97,021073;71,360414;97,285721;68,888624;98,81341
730;3270,0;68,090411;96,878343;99,688332;73,373156;97,020279;71,431129;97,288396;68,944408;98,796615
731;3269,0;68,139512;96,872873;99,694961;73,405973;97,010041;71,513937;97,287341;68,994283;98,759064
732;3268,0;68,190154;96,872695;99,707513;73,433321;96,988538;71,604211;97,287593;69,033499;98,720273
733;3267,0;68,250495;96,876532;99,721754;73,461683;96,958641;71,686651;97,289358;69,066906;98,697597
734;3266,0;68,326254;96,874186;99,722071;73,494688;96,925425;71,751479;97,285564;69,101328;98,695902
735;3265,0;68,417091;96,85912;99,700149;73,532722;96,894117;71,804662;97,26765;69,137367;98,703862
736;3264,0;68,516311;96,835825;99,665512;73,575485;96,872074;71,856804;97,236417;69,170453;98,704249
737;3263,0;68,613573;96,813175;99,634113;73,622404;96,86797;71,907439;97,204188;69,198828;98,691159
738;3262,0;68,701012;96,792512;99,610807;73,673309;96,88312;71,949957;97,182796;69,229064;98,674639
739;3261,0;68,78069;96,766636;99,58936;73,731716;96,905304;71,990628;97,172664;69,272806;98,667683
740;3260,0;68,865644;96,732368;99,568786;73,804572;96,917512;72,051919;97,168269;69,337421;98,673735
741;3259,0;68,968863;96,700375;99,561669;73,894143;96,914215;72,151115;97,17112;69,419571;98,689021
742;3258,0;69,087881;96,687991;99,581205;73,99052;96,905958;72,279872;97,189924;69,507449;98,710526
743;3257,0;69,201381;96,702374;99,623314;74,075707;96,907847;72,410111;97,226644;69,587916;98,734817
744;3256,0;69,284572;96,733992;99,667219;74,137136;96,926472;72,519907;97,267931;69,651876;98,752586
745;3255,0;69,330349;96,767076;99,693793;74,17748;96,956754;72,610448;97,293431;69,69744;98,753424
746;3254,0;69,356505;96,792189;99,700044;74,212197;96,985862;72,6971;97,29135;69,732888;98,737803
747;3253,0;69,393199;96,807205;99,696565;74,257392;96,999848;72,787411;97,266661;69,775066;98,718665
748;3252,0;69,463336;96,812064;99,696052;74,317589;96,992964;72,872236;97,23713;69,838088;98,708321
749;3251,0;69,572097;96,809135;99,70575;74,384209;96,97426;72,939502;97,220756;69,919933;98,707073
750;3250,0;69,709252;96,806568;99,725656;74,447765;96,961648;72,993274;97,222755;70,00275;98,706575
751;3249,0;69,856811;96,814259;99,749253;74,511323;96,966242;73,054555;97,233392;70,069823;98,700789
752;3248,0;69,995732;96,834753;99,76806;74,587159;96,983912;73,142304;97,240723;70,122475;98,690928
753;3247,0;70,112393;96,862265;99,779958;74,677926;97,002476;73,256616;97,245411;70,179893;98,682881
754;3246,0;70,205458;96,891766;99,79277;74,766984;97,01339;73,381381;97,260065;70,262792;98,683779
755;3245,0;70,287473;96,923782;99,81554;74,834189;97,015208;73,500393;97,293926;70,376195;98,699078
756;3244,0;70,376499;96,956888;99,845032;74,87924;97,010947;73,608841;97,341419;70,505242;98,727242
757;3243,0;70,483998;96,979882;99,864033;74,922738;97,005818;73,711951;97,385572;70,626453;98,756091
758;3242,0;70,610209;96,977505;99,855291;74,984284;97,00376;73,816559;97,408605;70,724578;98,769056
759;3241,0;70,748262;96,944511;99,816495;75,065087;97,002548;73,924301;97,39964;70,800706;98,758998
760;3240,0;70,88909;96,892128;99,76172;75,151938;96,996121;74,031158;97,359452;70,866002;98,735193
761;3239,0;71,02356;96,841174;99,710436;75,231548;96,98562;74,133101;97,302615;70,930154;98,714797
762;3238,0;71,145156;96,809873;99,675798;75,298083;96,983088;74,230989;97,251526;70,997226;98,707889
763;3237,0;71,253591;96,804593;99,659916;75,352482;96,996969;74,327602;97,221971;71,069019;98,711579
764;3236,0;71,354595;96,816765;99,655817;75,401471;97,016865;74,421585;97,212951;71,146556;98,716569
765;3235,0;71,45542;96,829183;99,653898;75,456676;97,022034;74,509941;97,211893;71,227233;98,716719
766;3234,0;71,561907;96,830251;99,649795;75,52863;97,005503;74,597014;97,20866;71,304592;98,712808
767;3233,0;71,678802;96,823315;99,647199;75,618359;96,98086;74,69378;97,20281;71,373572;98,709942
768;3232,0;71,808476;96,81935;99,651402;75,716604;96,962653;74,80424;97,199533;71,435651;98,712339
769;3231,0;71,947763;96,821809;99,660321;75,813585;96,949426;74,919046;97,203132;71,499989;98,71939
770;3230,0;72,089369;96,824278;99,664992;75,908567;96,932749;75,029341;97,215392;71,581568;98,726399
771;3229,0;72,228115;96,823509;99,660032;76,007607;96,916075;75,141972;97,236387;71,695008;98,729815
772;3228,0;72,362656;96,826978;99,650414;76,112809;96,913967;75,271644;97,263295;71,842605;98,730816
773;3227,0;72,489946;96,842104;99,645308;76,217724;96,932727;75,419186;97,289047;72,005801;98,731814
774;3226,0;72,603416;96,862772;99,647256;76,315029;96,959483;75,56661;97,304671;72,154037;98,729832
775;3225,0;72,701327;96,873028;99,649848;76,405482;96,972581;75,696127;97,304179;72,267634;98,716325
776;3224,0;72,793845;96,862802;99,644446;76,49555;96,959034;75,808227;97,287324;72,352084;98,685559
777;3223,0;72,89675;96,835524;99,627231;76,587523;96,92191;75,918844;97,258668;72,429219;98,642857
778;3222,0;73,019021;96,80213;99,602341;76,676471;96,875982;76,043697;97,22597;72,517259;98,604111
779;3221,0;73,159516;96,773476;99,581588;76,758329;96,838256;76,187133;97,199314;72,620542;98,586759
780;3220,0;73,3125;96,757903;99,578428;76,838131;96,818204;76,340448;97,187523;72,733082;98,598251
781;3219,0;73,470204;96,758203;99,596107;76,927478;96,81318;76,486712;97,190908;72,8458;98,629268
782;3218,0;73,621158;96,76721;99,621614;77,033266;96,814614;76,610173;97,198568;72,951003;98,658206
783;3217,0;73,754006;96,771513;99,636725;77,148869;96,819749;76,705933;97,197819;73,046293;98,666801
784;3216,0;73,867622;96,764861;99,636585;77,257523;96,834693;76,783335;97,18867;73,139292;98,655389
785;3215,0;73,974793;96,756329;99,63343;77,347953;96,864585;76,86168;97,185964;73,247727;98,642811
786;3214,0;74,092618;96,76013;99,640653;77,428571;96,903764;76,962503;97,203262;73,389273;98,649024
787;3213,0;74,229966;96,77629;99,65793;77,521772;96,937907;77,100297;97,234838;73,565438;98,676404
788;3212,0;74,384856;96,78561;99,67464;77,638948;96,953645;77,272799;97,25643;73,754287;98,707353
789;3211,0;74,550491;96,76834;99,683127;77,763773;96,944981;77,458637;97,24462;73,923598;98,719367
790;3210,0;74,720159;96,728678;99,684364;77,867163;96,915524;77,631024;97,195996;74,056622;98,703819
791;3209,0;74,887648;96,697466;99,68402;77,939101;96,879744;77,779553;97,130702;74,165304;98,673556
792;3208,0;75,0473;96,706377;99,687648;77,998469;96,858784;77,916799;97,080081;74,274856;98,653041
793;3207,0;75,195875;96,75806;99,697525;78,069296;96,866162;78,060135;97,067541;74,39529;98,657823
794;3206,0;75,333756;96,822506;99,709612;78,154869;96,893631;78,209363;97,093795;74,511492;98,68049
795;3205,0;75,463681;96,862494;99,714845;78,240033;96,91516;78,346413;97,137193;74,601932;98,697082
796;3204,0;75,589093;96,862065;99,707501;78,313588;96,91033;78,456851;97,171641;74,66439;98,689129
797;3203,0;75,714722;96,832572;99,691019;78,381873;96,884346;78,547942;97,187068;74,722104;98,659823
798;3202,0;75,847867;96,797269;99,67192;78,461814;96,862505;78,643924;97,191518;74,806476;98,629127
799;3201,0;75,995083;96,774441;99,650876;78,564845;96,864806;78,765063;97,194819;74,933577;98,61583
800;3200,0;76,15378;96,771865;99,626492;78,686611;96,888112;78,912342;97,196649;75,093346;98,625674
801;3199,0;76,308189;96,78885;99,606634;78,809411;96,913096;79,070657;97,192808;75,258371;98,652617
802;3198,0;76,440096;96,818734;99,606504;78,916378;96,925233;79,223953;97,185643;75,404342;98,685602
803;3197,0;76,548469;96,85088;99,631061;79,006069;96,925942;79,365899;97,180942;75,525011;98,713315
804;3196,0;76,656333;96,873967;99,665853;79,092;96,925342;79,498617;97,179073;75,63104;98,727736
805;3195,0;76,793158;96,880749;99,691643;79,187248;96,93054;79,626452;97,178629;75,739055;98,728683
806;3194,0;76,969212;96,872792;99,704987;79,293105;96,943625;79,754063;97,187214;75,863288;98,726063
807;3193,0;77,168823;96,861777;99,718471;79,40437;96,965592;79,888052;97,217089;76,011447;98,734459
808;3192,0;77,368023;96,862976;99,742203;79,520503;96,995705;80,036004;97,265814;76,17993;98,761086
809;3191,0;77,555485;96,882793;99,771467;79,646434;97,028323;80,202224;97,310262;76,352461;98,797295
810;3190,0;77,735125;96,911309;99,79378;79,784445;97,055772;80,384515;97,327565;76,510455;98,823953
811;3189,0;77,911891;96,928743;99,802363;79,929333;97,07406;80,573895;97,317293;76,648896;98,827447
812;3188,0;78,079835;96,920235;99,79852;80,070298;97,080688;80,756683;97,295715;76,779535;98,809444
813;3187,0;78,226291;96,885176;99,784383;80,195261;97,068044;80,920125;97,272855;76,916798;98,779783
814;3186,0;78,347418;96,835581;99,760182;80,29698;97,027946;81,060798;97,245982;77,063274;98,743589
815;3185,0;78,457521;96,788307;99,729789;80,379581;96,965951;81,188171;97,215062;77,210225;98,700744
816;3184,0;78,580031;96,756268;99,702776;80,457307;96,903244;81,317529;97,192124;77,349062;98,656071
817;3183,0;78,727434;96,741702;99,685718;80,542474;96,858436;81,458709;97,188967;77,479949;98,621658
818;3182,0;78,890684;96,736882;99,674166;80,635119;96,833;81,611855;97,202903;77,610846;98,605917
819;3181,0;79,049064;96,733728;99,659279;80,726294;96,81926;81,77091;97,221551;77,749341;98,605782
820;3180,0;79,18944;96,73257;99,641661;80,809183;96,815238;81,927905;97,237233;77,894155;98,613016
821;3179,0;79,315544;96,739399;99,631112;80,885016;96,822953;82,075731;97,249169;78,035131;98,622932
822;3178,0;79,44175;96,755843;99,630141;80,962163;96,837203;82,211762;97,254306;78,164788;98,632624
823;3177,0;79,581528;96,77631;99,626651;81,052926;96,848154;82,339329;97,246119;78,289528;98,636786
824;3176,0;79,739981;96,794696;99,611522;81,165891;96,855149;82,462591;97,225537;78,424201;98,63356
825;3175,0;79,911073;96,808387;99,597834;81,294336;96,867371;82,581054;97,205832;78,574221;98,631627
826;3174,0;80,079241;96,814461;99,610214;81,414849;96,887954;82,693577;97,200944;78,727991;98,642373
827;3173,0;80,228224;96,808057;99,653286;81,505745;96,905439;82,806522;97,211526;78,869855;98,664032
828;3172,0;80,353724;96,788394;99,700013;81,568724;96,90474;82,931178;97,226222;78,996818;98,680384
829;3171,0;80,467864;96,762306;99,716347;81,628519;96,881477;83,071653;97,234354;79,119246;98,677273
830;3170,0;80,589784;96,7376;99,692189;81,711575;96,843626;83,221601;97,233134;79,248387;98,655794
831;3169,0;80,732244;96,716154;99,644929;81,827829;96,805402;83,375205;97,224203;79,387471;98,628391
832;3168,0;80,896667;96,697887;99,59981;81,968821;96,781887;83,534159;97,209583;79,532699;98,607963
833;3167,0;81,076429;96,688221;99,573677;82,115329;96,782364;83,698892;97,193845;79,677809;98,603164
834;3166,0;81,260179;96,694747;99,571897;82,247478;96,802914;83,859406;97,185753;79,817031;98,617407
835;3165,0;81,433337;96,715807;99,589184;82,356156;96,828353;84,002916;97,191537;79,946795;98,645204
836;3164,0;81,583062;96,737541;99,611059;82,448753;96,844764;84,128354;97,205445;80,066971;98,670745
837;3163,0;81,707035;96,7451;99,62222;82,541021;96,847715;84,246891;97,211084;80,181514;98,676285
838;3162,0;81,81794;96,735462;99,618642;82,643239;96,838241;84,370196;97,195874;80,298949;98,655464
