PE IR                   SPECTRUM    ASCII       PEDS        1.60        
  -1
1013G~1.ASC
22/04/13
14:49:44.00
22/04/13
14:49:44.00
Admin

650.000000
4









SPECTRUM ONE,CPU32 MAIN 00.02.6000 25-JUNE-2003 12:00:00
MIR TGS
MIR
OPTKBR
68128
0.200000

4.000000
STRONG
RATIO
SPECTRUM
MAGNITUDE
UNIVERSAL ATR
DOUBLE

COMBINED


0


#HDR
-1
-1
#GR
CM-1
%T
0.00002384185791015625
0.0
4000.000000
-1.000000
3351
8
100.302294
57.427172
#DATA
4000.000000	99.618463  
3999.000000	99.647967  
3998.000000	99.677460  
3997.000000	99.706970  
3996.000000	99.736449  
3995.000000	99.766018  
3994.000000	99.788315  
3993.000000	99.805937  
3992.000000	99.819777  
3991.000000	99.827898  
3990.000000	99.829860  
3989.000000	99.830393  
3988.000000	99.837682  
3987.000000	99.855396  
3986.000000	99.875673  
3985.000000	99.882252  
3984.000000	99.864275  
3983.000000	99.829086  
3982.000000	99.798878  
3981.000000	99.791649  
3980.000000	99.805055  
3979.000000	99.819995  
3978.000000	99.820715  
3977.000000	99.809547  
3976.000000	99.801295  
3975.000000	99.804732  
3974.000000	99.812191  
3973.000000	99.807278  
3972.000000	99.780703  
3971.000000	99.738183  
3970.000000	99.695162  
3969.000000	99.666204  
3968.000000	99.658073  
3967.000000	99.670355  
3966.000000	99.700696  
3965.000000	99.748240  
3964.000000	99.810324  
3963.000000	99.875309  
3962.000000	99.921659  
3961.000000	99.929192  
3960.000000	99.895026  
3959.000000	99.838812  
3958.000000	99.791073  
3957.000000	99.772607  
3956.000000	99.781125  
3955.000000	99.795337  
3954.000000	99.792753  
3953.000000	99.767225  
3952.000000	99.732365  
3951.000000	99.709850  
3950.000000	99.713015  
3949.000000	99.739126  
3948.000000	99.774707  
3947.000000	99.806162  
3946.000000	99.825822  
3945.000000	99.831686  
3944.000000	99.825599  
3943.000000	99.813072  
3942.000000	99.802386  
3941.000000	99.801029  
3940.000000	99.812165  
3939.000000	99.833751  
3938.000000	99.858524  
3937.000000	99.874937  
3936.000000	99.872080  
3935.000000	99.846821  
3934.000000	99.807627  
3933.000000	99.771539  
3932.000000	99.753791  
3931.000000	99.757052  
3930.000000	99.771893  
3929.000000	99.788732  
3928.000000	99.806874  
3927.000000	99.830680  
3926.000000	99.858388  
3925.000000	99.878068  
3924.000000	99.876788  
3923.000000	99.853391  
3922.000000	99.821127  
3921.000000	99.798736  
3920.000000	99.797737  
3919.000000	99.815857  
3918.000000	99.842768  
3917.000000	99.870955  
3916.000000	99.897911  
3915.000000	99.920598  
3914.000000	99.932850  
3913.000000	99.929216  
3912.000000	99.909680  
3911.000000	99.879749  
3910.000000	99.845947  
3909.000000	99.812617  
3908.000000	99.782784  
3907.000000	99.759750  
3906.000000	99.746023  
3905.000000	99.742027  
3904.000000	99.747447  
3903.000000	99.761941  
3902.000000	99.782266  
3901.000000	99.799980  
3900.000000	99.805406  
3899.000000	99.794643  
3898.000000	99.770891  
3897.000000	99.741010  
3896.000000	99.713188  
3895.000000	99.696841  
3894.000000	99.701521  
3893.000000	99.730874  
3892.000000	99.774266  
3891.000000	99.809133  
